pond,datetime,temp_C,            DO_mgL,DO_perc
HP-UW,           2021-07-28 21:03:00,27.054,10.646,133.737569
HP-UW,           2021-07-28 21:33:00,26.919,10.724,134.39178
HP-UW,           2021-07-28 22:03:00,26.774,10.716,133.942246
HP-UW,           2021-07-28 22:33:00,26.597,10.841,135.073637
HP-UW,           2021-07-28 23:03:00,26.487,10.891,135.427687
HP-UW,           2021-07-28 23:33:00,26.419,10.816,134.330041
HP-UW,           2021-07-29 00:03:00,26.343,10.49,130.10243
HP-UW,           2021-07-29 00:33:00,26.284,10.222,126.643312
HP-UW,           2021-07-29 01:03:00,25.685,9.573,117.318652
HP-UW,           2021-07-29 01:33:00,25.516,9.366,114.427996
HP-UW,           2021-07-29 02:03:00,25.179,8.412,102.13959
HP-UW,           2021-07-29 02:33:00,24.935,8.078,97.644531
HP-UW,           2021-07-29 03:03:00,24.784,7.603,91.647038
HP-UW,           2021-07-29 03:33:00,24.7,7.27,87.49702
HP-UW,           2021-07-29 04:03:00,24.541,5.85,70.199753
HP-UW,           2021-07-29 04:33:00,24.306,1.573,18.793711
HP-UW,           2021-07-29 05:03:00,24.163,3.056,36.415002
HP-UW,           2021-07-29 05:33:00,23.937,4.704,55.816308
HP-UW,           2021-07-29 06:03:00,23.819,3.236,38.312699
HP-UW,           2021-07-29 06:33:00,23.71,4.135,48.85645
HP-UW,           2021-07-29 07:03:00,23.652,4.763,56.215226
HP-UW,           2021-07-29 07:33:00,23.61,5.132,60.522554
HP-UW,           2021-07-29 08:03:00,23.627,5.411,63.833242
HP-UW,           2021-07-29 08:33:00,23.652,4.751,56.073596
HP-UW,           2021-07-29 09:03:00,23.685,5.137,60.666944
HP-UW,           2021-07-29 09:33:00,23.652,5.392,63.638987
HP-UW,           2021-07-29 10:03:00,23.727,5.618,66.399787
HP-UW,           2021-07-29 10:33:00,23.828,5.881,69.639984
HP-UW,           2021-07-29 11:03:00,24.054,6.127,72.860386
HP-UW,           2021-07-29 11:33:00,24.381,6.381,76.344602
HP-UW,           2021-07-29 12:03:00,24.734,6.635,79.90481
HP-UW,           2021-07-29 12:33:00,25.104,6.921,83.919867
HP-UW,           2021-07-29 13:03:00,25.474,5.007,61.125441
HP-UW,           2021-07-29 13:33:00,25.769,5.828,71.532573
HP-UW,           2021-07-29 14:03:00,26.292,6.435,79.736618
HP-UW,           2021-07-29 14:33:00,26.529,7.032,87.507982
HP-UW,           2021-07-29 15:03:00,26.707,7.57,94.505567
HP-UW,           2021-07-29 15:33:00,27.029,7.96,99.950629
HP-UW,           2021-07-29 16:03:00,27.071,8.389,105.416691
HP-UW,           2021-07-29 16:33:00,27.368,8.771,110.803505
HP-UW,           2021-07-29 17:03:00,27.513,9.055,114.687216
HP-UW,           2021-07-29 17:33:00,27.708,9.425,119.788102
HP-UW,           2021-07-29 18:03:00,27.879,9.665,123.211572
HP-UW,           2021-07-29 18:33:00,27.887,9.771,124.58054
HP-UW,           2021-07-29 19:03:00,27.419,9.958,125.913254
HP-UW,           2021-07-29 19:33:00,27.164,3.358,42.267122
HP-UW,           2021-07-29 20:03:00,27.139,5.766,72.544153
HP-UW,           2021-07-29 20:33:00,26.995,3.988,50.045265
HP-UW,           2021-07-29 21:03:00,26.808,4.999,62.522079
HP-UW,           2021-07-29 21:33:00,26.631,5.607,69.903326
HP-UW,           2021-07-29 22:03:00,26.411,9.545,118.52764
HP-UW,           2021-07-29 22:33:00,26.258,9.419,116.639807
HP-UW,           2021-07-29 23:03:00,26.098,9.621,118.796277
HP-UW,           2021-07-29 23:33:00,25.98,9.425,116.127055
HP-UW,           2021-07-30 00:03:00,25.879,9.392,115.508099
HP-UW,           2021-07-30 00:33:00,25.718,9.323,114.323668
HP-UW,           2021-07-30 01:03:00,25.609,9.147,111.942521
HP-UW,           2021-07-30 01:33:00,25.449,8.626,105.258003
HP-UW,           2021-07-30 02:03:00,25.255,8.783,106.793292
HP-UW,           2021-07-30 02:33:00,25.112,8.738,105.967306
HP-UW,           2021-07-30 03:03:00,25.003,6.599,79.866847
HP-UW,           2021-07-30 03:33:00,24.851,7.452,89.938114
HP-UW,           2021-07-30 04:03:00,24.708,7.719,92.914645
HP-UW,           2021-07-30 04:33:00,24.532,7.711,92.516231
HP-UW,           2021-07-30 05:03:00,24.431,7.643,91.528624
HP-UW,           2021-07-30 05:33:00,24.331,7.254,86.708838
HP-UW,           2021-07-30 06:03:00,24.18,7.012,83.580803
HP-UW,           2021-07-30 06:33:00,24.054,6.717,79.876483
HP-UW,           2021-07-30 07:03:00,23.953,6.644,78.859387
HP-UW,           2021-07-30 07:33:00,23.886,7.003,83.016305
HP-UW,           2021-07-30 08:03:00,23.727,6.961,82.272859
HP-UW,           2021-07-30 08:33:00,23.643,6.915,81.60037
HP-UW,           2021-07-30 09:03:00,23.551,7.091,83.53264
HP-UW,           2021-07-30 09:33:00,23.635,7.361,86.850331
HP-UW,           2021-07-30 10:03:00,23.761,7.38,87.280724
HP-UW,           2021-07-30 10:33:00,23.836,7.538,89.274764
HP-UW,           2021-07-30 11:03:00,24.02,8.03,95.429641
HP-UW,           2021-07-30 11:33:00,24.163,7.442,88.678155
HP-UW,           2021-07-30 12:03:00,24.28,8.053,96.168172
HP-UW,           2021-07-30 12:33:00,24.448,5.129,61.441653
HP-UW,           2021-07-30 13:03:00,24.549,6.702,80.435649
HP-UW,           2021-07-30 13:33:00,24.742,7.627,91.864982
HP-UW,           2021-07-30 14:03:00,24.944,8.619,104.201274
HP-UW,           2021-07-30 14:33:00,25.078,9.033,109.476318
HP-UW,           2021-07-30 15:03:00,25.162,9.766,118.542988
HP-UW,           2021-07-30 15:33:00,25.28,10.156,123.544399
HP-UW,           2021-07-30 16:03:00,25.423,10.341,126.125078
HP-UW,           2021-07-30 16:33:00,25.381,10.628,129.525804
HP-UW,           2021-07-30 17:03:00,25.331,11.203,136.408371
HP-UW,           2021-07-30 17:33:00,25.205,11.176,135.765277
HP-UW,           2021-07-30 18:03:00,25.07,11.282,136.71316
HP-UW,           2021-07-30 18:33:00,24.969,8.815,106.619987
HP-UW,           2021-07-30 19:03:00,24.902,9.386,113.386218
HP-UW,           2021-07-30 19:33:00,24.818,11.451,138.117808
HP-UW,           2021-07-30 20:03:00,24.725,11.308,136.158735
HP-UW,           2021-07-30 20:33:00,24.566,11.196,134.41382
HP-UW,           2021-07-30 21:03:00,24.448,11.008,131.867756
HP-UW,           2021-07-30 21:33:00,24.347,10.99,131.405259
HP-UW,           2021-07-30 22:03:00,24.213,10.72,127.857594
HP-UW,           2021-07-30 22:33:00,24.121,10.457,124.507028
HP-UW,           2021-07-30 23:03:00,23.987,2.059,24.454356
HP-UW,           2021-07-30 23:33:00,23.87,4.192,49.678724
HP-UW,           2021-07-31 00:03:00,23.769,5.442,64.370322
HP-UW,           2021-07-31 00:33:00,23.685,6.529,77.106186
HP-UW,           2021-07-31 01:03:00,23.551,7.225,85.111172
HP-UW,           2021-07-31 01:33:00,23.484,7.632,89.792353
HP-UW,           2021-07-31 02:03:00,23.367,7.765,91.155876
HP-UW,           2021-07-31 02:33:00,23.241,7.971,93.351801
HP-UW,           2021-07-31 03:03:00,23.141,7.952,92.953296
HP-UW,           2021-07-31 03:33:00,23.066,7.941,92.692951
HP-UW,           2021-07-31 04:03:00,22.965,7.913,92.189364
HP-UW,           2021-07-31 04:33:00,22.865,7.863,91.43302
HP-UW,           2021-07-31 05:03:00,22.773,7.786,90.379351
HP-UW,           2021-07-31 05:33:00,22.673,4.72,54.685171
HP-UW,           2021-07-31 06:03:00,22.564,2.591,29.956555
HP-UW,           2021-07-31 06:33:00,22.472,3.704,42.749595
HP-UW,           2021-07-31 07:03:00,22.43,4.593,52.967393
HP-UW,           2021-07-31 07:33:00,22.413,5.2,59.947935
HP-UW,           2021-07-31 08:03:00,22.371,5.952,68.56218
HP-UW,           2021-07-31 08:33:00,22.346,6.487,74.689171
HP-UW,           2021-07-31 09:03:00,22.355,6.077,69.98063
HP-UW,           2021-07-31 09:33:00,22.48,6.602,76.208423
HP-UW,           2021-07-31 10:03:00,22.572,7.128,82.424909
HP-UW,           2021-07-31 10:33:00,22.765,7.597,88.172024
HP-UW,           2021-07-31 11:03:00,23.015,7.882,91.915352
HP-UW,           2021-07-31 11:33:00,23.183,8.253,96.548478
HP-UW,           2021-07-31 12:03:00,23.467,8.769,103.136408
HP-UW,           2021-07-31 12:33:00,23.643,9.266,109.343316
HP-UW,           2021-07-31 13:03:00,23.836,5.81,68.809549
HP-UW,           2021-07-31 13:33:00,24.071,5.073,60.345699
HP-UW,           2021-07-31 14:03:00,24.431,6.384,76.45149
HP-UW,           2021-07-31 14:33:00,24.784,7.926,95.5405
HP-UW,           2021-07-31 15:03:00,25.045,8.747,105.945736
HP-UW,           2021-07-31 15:33:00,25.314,9.324,113.494168
HP-UW,           2021-07-31 16:03:00,25.642,9.772,119.663471
HP-UW,           2021-07-31 16:33:00,25.786,10.141,124.508682
HP-UW,           2021-07-31 17:03:00,25.862,10.541,129.599042
HP-UW,           2021-07-31 17:33:00,25.929,10.765,132.514508
HP-UW,           2021-07-31 18:03:00,26.056,10.901,134.498646
HP-UW,           2021-07-31 18:33:00,25.997,11.004,135.624076
HP-UW,           2021-07-31 19:03:00,25.895,10.052,123.661148
HP-UW,           2021-07-31 19:33:00,25.71,10.392,127.41373
HP-UW,           2021-07-31 20:03:00,25.541,10.257,125.370987
HP-UW,           2021-07-31 20:33:00,25.364,10.468,127.536107
HP-UW,           2021-07-31 21:03:00,25.221,11.08,134.63864
HP-UW,           2021-07-31 21:33:00,25.095,11.083,134.363517
HP-UW,           2021-07-31 22:03:00,24.868,11.328,136.760433
HP-UW,           2021-07-31 22:33:00,24.641,11.364,136.620469
HP-UW,           2021-07-31 23:03:00,24.507,11.566,138.704006
HP-UW,           2021-07-31 23:33:00,24.347,11.572,138.364118
HP-UW,           2021-08-01 00:03:00,24.23,11.689,139.459034
HP-UW,           2021-08-01 00:33:00,24.079,11.383,135.426315
HP-UW,           2021-08-01 01:03:00,23.92,11.337,134.478792
HP-UW,           2021-08-01 01:33:00,23.811,11.169,132.215817
HP-UW,           2021-08-01 02:03:00,23.685,10.972,129.577129
HP-UW,           2021-08-01 02:33:00,23.568,2.082,24.533999
HP-UW,           2021-08-01 03:03:00,23.442,4.018,47.235367
HP-UW,           2021-08-01 03:33:00,23.367,5.063,59.436214
HP-UW,           2021-08-01 04:03:00,23.267,6.445,75.517255
HP-UW,           2021-08-01 04:33:00,23.191,7.099,83.060872
HP-UW,           2021-08-01 05:03:00,23.066,7.641,89.19114
HP-UW,           2021-08-01 05:33:00,22.999,7.832,91.304568
HP-UW,           2021-08-01 06:03:00,22.923,8.118,94.502306
HP-UW,           2021-08-01 06:33:00,22.823,8.266,96.042483
HP-UW,           2021-08-01 07:03:00,22.739,8.44,97.907541
HP-UW,           2021-08-01 07:33:00,22.689,8.508,98.602403
HP-UW,           2021-08-01 08:03:00,22.673,5.214,60.408576
HP-UW,           2021-08-01 08:33:00,22.664,6.185,71.646134
HP-UW,           2021-08-01 09:03:00,22.622,4.409,51.032318
HP-UW,           2021-08-01 09:33:00,22.706,5.388,62.463784
HP-UW,           2021-08-01 10:03:00,22.79,6.781,78.738851
HP-UW,           2021-08-01 10:33:00,22.974,7.768,90.515519
HP-UW,           2021-08-01 11:03:00,23.216,8.563,100.237583
HP-UW,           2021-08-01 11:33:00,23.3,9.094,106.622519
HP-UW,           2021-08-01 12:03:00,23.627,9.715,114.607272
HP-UW,           2021-08-01 12:33:00,23.752,9.884,116.87494
HP-UW,           2021-08-01 13:03:00,24.113,10.572,125.857495
HP-UW,           2021-08-01 13:33:00,23.962,10.608,125.930343
HP-UW,           2021-08-01 14:03:00,24.356,10.836,129.585597
HP-UW,           2021-08-01 14:33:00,24.574,8.844,106.19258
HP-UW,           2021-08-01 15:03:00,24.599,10.651,127.949044
HP-UW,           2021-08-01 15:33:00,24.767,11.484,138.385367
HP-UW,           2021-08-01 16:03:00,24.952,11.645,140.805526
HP-UW,           2021-08-01 16:33:00,24.927,11.556,139.664983
HP-UW,           2021-08-01 17:03:00,24.919,11.724,141.674513
HP-UW,           2021-08-01 17:33:00,24.91,11.776,142.279266
HP-UW,           2021-08-01 18:03:00,24.868,11.755,141.91551
HP-UW,           2021-08-01 18:33:00,24.801,11.702,141.100959
HP-UW,           2021-08-01 19:03:00,24.683,11.646,140.11964
HP-UW,           2021-08-01 19:33:00,24.549,9.316,111.808193
HP-UW,           2021-08-01 20:03:00,24.331,9.624,115.038028
HP-UW,           2021-08-01 20:33:00,24.188,9.806,116.901824
HP-UW,           2021-08-01 21:03:00,24.087,9.863,117.360032
HP-UW,           2021-08-01 21:33:00,24.02,7.699,91.495991
HP-UW,           2021-08-01 22:03:00,23.911,9.44,111.957838
HP-UW,           2021-08-01 22:33:00,23.828,5.611,66.442773
HP-UW,           2021-08-01 23:03:00,23.735,6.394,75.582766
HP-UW,           2021-08-01 23:33:00,23.668,7.061,83.362382
HP-UW,           2021-08-02 00:03:00,23.543,7.542,88.832089
HP-UW,           2021-08-02 00:33:00,23.434,7.986,93.868784
HP-UW,           2021-08-02 01:03:00,23.342,8.409,98.669447
HP-UW,           2021-08-02 01:33:00,23.225,8.664,101.437137
HP-UW,           2021-08-02 02:03:00,23.107,8.863,103.535573
HP-UW,           2021-08-02 02:33:00,22.982,8.98,104.654063
HP-UW,           2021-08-02 03:03:00,22.898,9.074,105.581033
HP-UW,           2021-08-02 03:33:00,22.806,9.179,106.616129
HP-UW,           2021-08-02 04:03:00,22.698,9.216,106.826
HP-UW,           2021-08-02 04:33:00,22.622,9.207,106.567147
HP-UW,           2021-08-02 05:03:00,22.53,9.218,106.507244
HP-UW,           2021-08-02 05:33:00,22.455,9.221,106.389279
HP-UW,           2021-08-02 06:03:00,22.388,9.13,105.204384
HP-UW,           2021-08-02 06:33:00,22.33,8.998,103.56824
HP-UW,           2021-08-02 07:03:00,22.288,8.944,102.863849
HP-UW,           2021-08-02 07:33:00,22.229,8.859,101.771029
HP-UW,           2021-08-02 08:03:00,22.188,8.761,100.566033
HP-UW,           2021-08-02 08:33:00,22.179,8.673,99.53869
HP-UW,           2021-08-02 09:03:00,22.154,8.617,98.848505
HP-UW,           2021-08-02 09:33:00,22.305,8.649,99.503515
HP-UW,           2021-08-02 10:03:00,22.355,8.685,100.013456
HP-UW,           2021-08-02 10:33:00,22.422,8.812,101.60619
HP-UW,           2021-08-02 11:03:00,22.731,9.061,105.095388
HP-UW,           2021-08-02 11:33:00,22.865,9.485,110.29406
HP-UW,           2021-08-02 12:03:00,23.107,9.758,113.990762
HP-UW,           2021-08-02 12:33:00,23.241,7.855,91.993276
HP-UW,           2021-08-02 13:03:00,23.56,8.492,100.05349
HP-UW,           2021-08-02 13:33:00,23.786,9.031,106.856619
HP-UW,           2021-08-02 14:03:00,24.171,9.313,110.989365
HP-UW,           2021-08-02 14:33:00,24.507,9.669,115.954438
HP-UW,           2021-08-02 15:03:00,24.793,10.212,123.116562
HP-UW,           2021-08-02 15:33:00,25.087,10.44,126.549548
HP-UW,           2021-08-02 16:03:00,25.39,10.553,128.632974
HP-UW,           2021-08-02 16:33:00,25.626,10.919,133.670052
HP-UW,           2021-08-02 17:03:00,25.803,11.399,139.997449
HP-UW,           2021-08-02 17:33:00,25.895,10.162,125.014384
HP-UW,           2021-08-02 18:03:00,25.921,10.374,127.682815
HP-UW,           2021-08-02 18:33:00,26.005,10.67,131.526648
HP-UW,           2021-08-02 19:03:00,25.98,10.702,131.861193
HP-UW,           2021-08-02 19:33:00,25.803,10.692,131.31439
HP-UW,           2021-08-02 20:03:00,25.659,10.25,125.555803
HP-UW,           2021-08-02 20:33:00,25.465,10.275,125.416508
HP-UW,           2021-08-02 21:03:00,25.28,10.909,132.704397
HP-UW,           2021-08-02 21:33:00,25.087,10.767,130.513313
HP-UW,           2021-08-02 22:03:00,24.935,6.038,72.9856
HP-UW,           2021-08-02 22:33:00,24.759,6.263,75.459716
HP-UW,           2021-08-02 23:03:00,24.591,7.05,84.678156
HP-UW,           2021-08-02 23:33:00,24.465,7.507,89.956737
HP-UW,           2021-08-03 00:03:00,24.297,8.904,106.364384
HP-UW,           2021-08-03 00:33:00,24.121,9.29,110.612058
HP-UW,           2021-08-03 01:03:00,23.995,9.997,118.750248
HP-UW,           2021-08-03 01:33:00,23.878,9.781,115.930439
HP-UW,           2021-08-03 02:03:00,23.727,9.39,110.981489
HP-UW,           2021-08-03 02:33:00,23.568,9.344,110.108397
HP-UW,           2021-08-03 03:03:00,23.451,9.457,111.194781
HP-UW,           2021-08-03 03:33:00,23.333,9.253,108.554325
HP-UW,           2021-08-03 04:03:00,23.241,8.708,101.983125
HP-UW,           2021-08-03 04:33:00,23.124,8.994,105.099714
HP-UW,           2021-08-03 05:03:00,22.999,8.755,102.064797
HP-UW,           2021-08-03 05:33:00,22.898,8.857,103.056117
HP-UW,           2021-08-03 06:03:00,22.798,9.112,105.821801
HP-UW,           2021-08-03 06:33:00,22.714,9.127,105.826625
HP-UW,           2021-08-03 07:03:00,22.681,9.223,106.87251
HP-UW,           2021-08-03 07:33:00,22.589,9.234,106.81238
HP-UW,           2021-08-03 08:03:00,22.522,9.472,109.425302
HP-UW,           2021-08-03 08:33:00,22.48,9.509,109.764601
HP-UW,           2021-08-03 09:03:00,22.447,6.312,72.814921
HP-UW,           2021-08-03 09:33:00,22.564,7.727,89.337823
HP-UW,           2021-08-03 10:03:00,22.673,2.77,32.09278
HP-UW,           2021-08-03 10:33:00,22.773,3.846,44.644103
HP-UW,           2021-08-03 11:03:00,22.94,5.149,59.959285
HP-UW,           2021-08-03 11:33:00,23.359,6.26,73.477098
HP-UW,           2021-08-03 12:03:00,23.593,7.099,83.692969
HP-UW,           2021-08-03 12:33:00,23.987,7.869,93.458635
HP-UW,           2021-08-03 13:03:00,24.247,8.47,101.085816
HP-UW,           2021-08-03 13:33:00,24.541,9.196,110.351612
HP-UW,           2021-08-03 14:03:00,24.717,7.659,92.207768
HP-UW,           2021-08-03 14:33:00,25.036,8.374,101.411064
HP-UW,           2021-08-03 15:03:00,25.297,8.92,108.542719
HP-UW,           2021-08-03 15:33:00,25.499,9.35,114.196999
HP-UW,           2021-08-03 16:03:00,25.786,9.887,121.390133
HP-UW,           2021-08-03 16:33:00,25.887,10.152,124.873184
HP-UW,           2021-08-03 17:03:00,25.938,10.392,127.943907
HP-UW,           2021-08-03 17:33:00,26.157,10.555,130.468471
HP-UW,           2021-08-03 18:03:00,26.191,10.698,132.317583
HP-UW,           2021-08-03 18:33:00,26.182,10.786,133.38425
HP-UW,           2021-08-03 19:03:00,26.123,10.887,134.489321
HP-UW,           2021-08-03 19:33:00,26.09,10.921,134.828587
HP-UW,           2021-08-03 20:03:00,25.954,10.916,134.434377
HP-UW,           2021-08-03 20:33:00,25.803,10.899,133.856671
HP-UW,           2021-08-03 21:03:00,25.659,10.901,133.530128
HP-UW,           2021-08-03 21:33:00,25.499,10.905,133.189121
HP-UW,           2021-08-03 22:03:00,25.331,10.897,132.682497
HP-UW,           2021-08-03 22:33:00,25.171,10.906,132.402592
HP-UW,           2021-08-03 23:03:00,25.019,10.961,132.698676
HP-UW,           2021-08-03 23:33:00,24.893,11.137,134.516582
HP-UW,           2021-08-04 00:03:00,24.784,11.276,135.92161
HP-UW,           2021-08-04 00:33:00,24.641,5.034,60.519838
HP-UW,           2021-08-04 01:03:00,24.515,5.672,68.030944
HP-UW,           2021-08-04 01:33:00,24.255,0.505,6.027856
HP-UW,           2021-08-04 02:03:00,24.23,0.744,8.87651
HP-UW,           2021-08-04 02:33:00,24.129,1.409,16.778865
HP-UW,           2021-08-04 03:03:00,23.995,2.109,25.051943
HP-UW,           2021-08-04 03:33:00,23.928,2.745,32.565895
HP-UW,           2021-08-04 04:03:00,23.828,3.191,37.786293
HP-UW,           2021-08-04 04:33:00,23.702,4.811,56.835087
HP-UW,           2021-08-04 05:03:00,23.61,6.476,76.372576
HP-UW,           2021-08-04 05:33:00,23.509,7.261,85.467671
HP-UW,           2021-08-04 06:03:00,23.417,7.897,92.792924
HP-UW,           2021-08-04 06:33:00,23.325,8.544,100.221345
HP-UW,           2021-08-04 07:03:00,23.275,9.092,106.548746
HP-UW,           2021-08-04 07:33:00,23.225,9.128,106.869597
HP-UW,           2021-08-04 08:03:00,23.191,9.136,106.89451
HP-UW,           2021-08-04 08:33:00,23.191,9.438,110.42802
HP-UW,           2021-08-04 09:03:00,23.174,9.583,112.088519
HP-UW,           2021-08-04 09:33:00,23.258,10.165,119.08493
HP-UW,           2021-08-04 10:03:00,23.384,10.574,124.171459
HP-UW,           2021-08-04 10:33:00,23.509,8.668,102.029165
HP-UW,           2021-08-04 11:03:00,23.668,4.347,51.320815
HP-UW,           2021-08-04 11:33:00,23.978,6.122,72.697611
HP-UW,           2021-08-04 12:03:00,24.196,7.673,91.486993
HP-UW,           2021-08-04 12:33:00,24.381,9.758,116.748257
HP-UW,           2021-08-04 13:03:00,24.608,10.519,126.384419
HP-UW,           2021-08-04 13:33:00,24.65,10.96,131.785454
HP-UW,           2021-08-04 14:03:00,24.969,11.441,138.38222
HP-UW,           2021-08-04 14:33:00,25.07,11.844,143.523371
HP-UW,           2021-08-04 15:03:00,25.137,11.987,145.435371
HP-UW,           2021-08-04 15:33:00,25.356,12.435,151.478691
HP-UW,           2021-08-04 16:03:00,25.465,12.646,154.356901
HP-UW,           2021-08-04 16:33:00,25.508,12.676,154.844868
HP-UW,           2021-08-04 17:03:00,25.583,12.646,154.690371
HP-UW,           2021-08-04 17:33:00,25.659,12.726,155.885185
HP-UW,           2021-08-04 18:03:00,25.735,12.787,156.84973
HP-UW,           2021-08-04 18:33:00,25.769,12.84,157.597501
HP-UW,           2021-08-04 19:03:00,25.752,13.4,164.419953
HP-UW,           2021-08-04 19:33:00,25.642,13.465,164.886271
HP-UW,           2021-08-04 20:03:00,25.533,13.412,163.910474
HP-UW,           2021-08-04 20:33:00,25.39,13.374,163.0188
HP-UW,           2021-08-04 21:03:00,25.272,13.319,161.997468
HP-UW,           2021-08-04 21:33:00,25.188,13.274,161.20128
HP-UW,           2021-08-04 22:03:00,25.045,13.235,160.305455
HP-UW,           2021-08-04 22:33:00,24.91,13.214,159.653381
HP-UW,           2021-08-04 23:03:00,24.801,13.185,158.98275
HP-UW,           2021-08-04 23:33:00,24.667,13.105,157.627009
HP-UW,           2021-08-05 00:03:00,24.549,13.073,156.898723
HP-UW,           2021-08-05 00:33:00,24.448,12.643,151.453855
HP-UW,           2021-08-05 01:03:00,24.356,12.546,150.035152
HP-UW,           2021-08-05 01:33:00,24.222,12.41,148.039071
HP-UW,           2021-08-05 02:03:00,24.138,12.309,146.604488
HP-UW,           2021-08-05 02:33:00,24.02,12.162,144.534906
HP-UW,           2021-08-05 03:03:00,23.92,11.847,140.528381
HP-UW,           2021-08-05 03:33:00,23.802,11.691,138.371777
HP-UW,           2021-08-05 04:03:00,23.694,11.548,136.402622
HP-UW,           2021-08-05 04:33:00,23.593,11.423,134.670345
HP-UW,           2021-08-05 05:03:00,23.509,10.979,129.23145
HP-UW,           2021-08-05 05:33:00,23.4,10.538,123.786053
HP-UW,           2021-08-05 06:03:00,23.333,10.521,123.430245
HP-UW,           2021-08-05 06:33:00,23.25,10.336,121.069923
HP-UW,           2021-08-05 07:03:00,23.216,10.39,121.624254
HP-UW,           2021-08-05 07:33:00,23.133,10.491,122.613853
HP-UW,           2021-08-05 08:03:00,23.074,10.537,123.013941
HP-UW,           2021-08-05 08:33:00,23.032,10.569,123.289338
HP-UW,           2021-08-05 09:03:00,22.99,10.413,121.372849
HP-UW,           2021-08-05 09:33:00,23.208,11.789,137.979927
HP-UW,           2021-08-05 10:03:00,23.409,10.959,128.753234
HP-UW,           2021-08-05 10:33:00,23.601,10.142,119.586106
HP-UW,           2021-08-05 11:03:00,23.819,3.522,41.698803
HP-UW,           2021-08-05 11:33:00,24.138,8.963,106.752459
HP-UW,           2021-08-05 12:03:00,24.238,11.545,137.761528
HP-UW,           2021-08-05 12:33:00,24.616,11.723,140.871199
HP-UW,           2021-08-05 13:03:00,25.003,8.6,104.084692
HP-UW,           2021-08-05 13:33:00,25.205,11.758,142.835373
HP-UW,           2021-08-05 14:03:00,25.44,12.109,147.734657
HP-UW,           2021-08-05 14:33:00,25.617,12.22,149.572265
HP-UW,           2021-08-05 15:03:00,25.651,12.196,149.371216
HP-UW,           2021-08-05 15:33:00,25.642,12.353,151.269224
HP-UW,           2021-08-05 16:03:00,25.659,12.381,151.659161
HP-UW,           2021-08-05 16:33:00,25.583,2.05,25.076329
HP-UW,           2021-08-05 17:03:00,25.499,4.81,58.747333
HP-UW,           2021-08-05 17:33:00,25.39,6.767,82.484539
HP-UW,           2021-08-05 18:03:00,25.263,8.492,103.270161
HP-UW,           2021-08-05 18:33:00,25.162,9.758,118.445881
HP-UW,           2021-08-05 19:03:00,25.036,11.714,141.859232
HP-UW,           2021-08-05 19:33:00,24.977,12.089,146.24153
HP-UW,           2021-08-05 20:03:00,24.885,12.038,145.377712
HP-UW,           2021-08-05 20:33:00,24.742,11.537,138.959788
HP-UW,           2021-08-05 21:03:00,24.65,11.532,138.663308
HP-UW,           2021-08-05 21:33:00,24.583,11.226,134.816462
HP-UW,           2021-08-05 22:03:00,24.457,9.92,118.854176
HP-UW,           2021-08-05 22:33:00,24.381,2.058,24.62266
HP-UW,           2021-08-05 23:03:00,24.297,4.081,48.750343
HP-UW,           2021-08-05 23:33:00,24.18,5.948,70.898263
HP-UW,           2021-08-06 00:03:00,24.062,7.344,87.345621
HP-UW,           2021-08-06 00:33:00,24.02,8.309,98.745316
HP-UW,           2021-08-06 01:03:00,23.911,9.065,107.51036
HP-UW,           2021-08-06 01:33:00,23.819,9.601,113.671268
HP-UW,           2021-08-06 02:03:00,23.727,10.204,120.602248
HP-UW,           2021-08-06 02:33:00,23.627,10.513,124.02123
HP-UW,           2021-08-06 03:03:00,23.56,10.703,126.103686
HP-UW,           2021-08-06 03:33:00,23.459,5.961,70.09961
HP-UW,           2021-08-06 04:03:00,23.384,6.878,80.76899
HP-UW,           2021-08-06 04:33:00,23.308,7.542,88.439469
HP-UW,           2021-08-06 05:03:00,23.258,8.157,95.560824
HP-UW,           2021-08-06 05:33:00,23.141,6.346,74.180284
HP-UW,           2021-08-06 06:03:00,23.057,7.122,83.118828
HP-UW,           2021-08-06 06:33:00,23.007,5.069,59.102795
HP-UW,           2021-08-06 07:03:00,22.965,5.721,66.651757
HP-UW,           2021-08-06 07:33:00,22.915,8.261,96.152371
HP-UW,           2021-08-06 08:03:00,22.898,9.399,109.362588
HP-UW,           2021-08-06 08:33:00,22.89,9.884,114.988354
HP-UW,           2021-08-06 09:03:00,22.999,10.44,121.708336
HP-UW,           2021-08-06 09:33:00,23.116,10.691,124.911146
HP-UW,           2021-08-06 10:03:00,23.292,11.043,129.453991
HP-UW,           2021-08-06 10:33:00,23.526,11.12,130.933023
HP-UW,           2021-08-06 11:03:00,23.844,11.274,133.541331
HP-UW,           2021-08-06 11:33:00,24.247,11.327,135.182885
HP-UW,           2021-08-06 12:03:00,24.708,11.395,137.163154
HP-UW,           2021-08-06 12:33:00,25.179,11.517,139.840901
HP-UW,           2021-08-06 13:03:00,24.591,13.29,159.627333
HP-UW,           2021-08-06 13:33:00,24.683,13.72,165.073112
HP-UW,           2021-08-06 14:03:00,25.213,13.176,160.084663
HP-UW,           2021-08-06 14:33:00,25.963,13.124,161.653118
HP-UW,           2021-08-06 15:03:00,26.25,12.643,156.541406
HP-UW,           2021-08-06 15:33:00,26.419,12.448,154.598775
HP-UW,           2021-08-06 16:03:00,26.292,13.432,166.437024
